territory,status,priority,suggested_scope,reason
Lithuania,resolved_pass220_active_spiders_built,medium-low,Targeted ISBN/detail extraction only; no broad Lithuania search unless a new Lithuania-native book-specific marketplace/app appears.,"Pass220 successfully resolved and built active spiders: bookswap_lt_spider.py, knygos_spider.py, naudotosknygos_spider.py. Pass174 promoted Knygos.lt and added NaudotosKnygos.lt/Bookswap.lt strict-main anchors; retained SENA/Skelbiu/Facebook as weak-fit or annex. Reopen for targeted ISBN extraction across Knygos.lt, NaudotosKnygos.lt, Bookswap.lt, SENA.LT, AntraKnyga, KnygosPigiau, and Skelbiu books categories."
Luxembourg,resolved_pass220_active_spiders_built,low-medium,Targeted only: reopen if a Luxembourg-native public book-specific used/recommerce marketplace with third-party seller onboarding/listing/payment proof appears; verify current direct operation of The Green Library if surfaced; optional ISBN/detail capture from Bouquins Malins/Ernster/Letzshop only if needed. No broad Luxembourg reopen after pass176.,"Pass220 successfully resolved and built active spiders: luxembourg_locanto_spider.py, genuine_reg3_bazarlu_spider.py. Pass176 filled the Luxembourg evidence gap: Letzshop remains weak-fit local-commerce, Ernster store/catalogue layer, Bouquins Malins/Bicherfrënn/Bicherstuff/Bazar Book Stand provide real used-book texture, Facebook/social and auctions are annex; no strict-main marketplace promotion."
Macau,refresh_revisit_later,low,later spot-check for broader local general-books e-commerce or any book-first used-book specialist beyond the current thin core,Pass 1 closed Macau on a coherent but small evidence surface; a later refresh could test whether the local online layer has thickened.
Madagascar,resolved_pass220_active_spiders_built,medium,"Targeted only: reopen for ZomaOkaz/Zoma seller-flow proof, a standalone Madagascar-native book-specific used/recommerce platform, proof that bouquinistes/social sellers aggregate into an online multi-seller rail, or direct platformized seller onboarding/listing/payment mechanics beyond Facebook/Loozap/ZomaOkaz horizontal classifieds.","Pass220 successfully resolved and built active spiders: etady_spider.py, gasy_mg_spider.py, kibo_mg_spider.py, vidyvarotra_spider.py, zomaokaz_spider.py, zoma_mg_spider.py. Pass132 hardened Madagascar: strong secondhand ecology across ZomaOkaz, La Bouquinerie de Linda, Boky Occaz MDG, Livres de Mi, Ambohijatovo market, Loozap/Facebook classifieds and KIBO/Zoma book retail, but no independent book-specific multi-seller used/recommerce marketplace verified."
Malawi,resolved_pass220_active_spiders_built,medium,Only reopen for a standalone Malawi-native book-specific used/recommerce marketplace; direct seller onboarding/listing/payment proof; or evidence that Tisitano/MalondaPlace/social used-book sellers have platformized into book-specific resale infrastructure.,"Pass220 successfully resolved and built active spiders: malawi_locanto_spider.py, malawi_afribaba_spider.py, malawiclassifieds_mw_spider.py, malondaplace_mw_spider.py. Pass122 hardened Malawi after high-caution revisit: Tisitano/MalondaPlace/Facebook are horizontal classifieds/social rails; Baobab, Malawian Book Seller, Book Lover’s Shop, Africana/Central Africana, and DAPP harden secondhand/antiquarian bookshop texture. No strict-main promotion."
Malawi,resolved_pass220_active_spiders_built,medium,Only reopen for a standalone Malawi-native book-specific used/recommerce marketplace; direct seller onboarding/listing/payment proof; or evidence that Tisitano/MalondaPlace/social used-book sellers have platformized into book-specific resale infrastructure.,"Pass220 successfully resolved and built active spiders: malawi_locanto_spider.py, malawi_afribaba_spider.py, malawiclassifieds_mw_spider.py, malondaplace_mw_spider.py. Pass122 hardened Malawi after high-caution revisit: Tisitano/MalondaPlace/Facebook are horizontal classifieds/social rails; Baobab, Malawian Book Seller, Book Lover’s Shop, Africana/Central Africana, and DAPP harden secondhand/antiquarian bookshop texture. No strict-main promotion."
Malaysia,post_pass209_hardened_no_strict_main,low,No immediate Malaysia revisit needed unless new BookSwap/direct book-specific seller platform evidence appears; future optional work may inspect specific Bookaholics/BooKu product detail pages for ISBN values.,Pass209 found no Malaysia-native book-specific open seller marketplace; BookSwap current proof remains unrecovered; Bookurve/BooKu/Bookaholics/BFBW/Books n Bobs harden as operator/trade-in/store layers; KLBAC and textbook groups stay social resale.
Maldives,resolved_pass220_active_spiders_built,medium,verify whether any Maldivian used-book social sellers have marketplace/seller-onboarding mechanics,"Pass220 successfully resolved and built active spiders: maldives_locanto_spider.py, zyga_books_mv_spider.py, thriftbooks_mv_spider.py, ibay_mv_spider.py. Evidence remains single-store/social/FB Marketplace; no strict book-specific multi-seller platform confirmed."
Mali,resolved_pass220_active_spiders_built,medium,Mali pass on Lamarlib activity and seller/depot mechanics,"Pass220 successfully resolved and built active spiders: coinafrique_mali_spider.py, lamarlib_spider.py, afribaba_mali_spider.py, genuine_reg2_coinafriqueml_spider.py, bamada_ml_spider.py, genuine_reg2_malipages_spider.py. Lamarlib appears to be a strong strict main-universe candidate; needs activity and URL persistence verification."
Malta,resolved_pass220_active_spiders_built,medium-low,"Targeted monitoring only: watch for a Malta-native standalone book-specific third-party recommerce marketplace; targeted ISBN/detail extraction from Merlin, Agenda, Malta Online Bookshop, Maltapark item pages, Bookstop MLT and charity/thrift store surfaces where exposed.","Pass220 successfully resolved and built active spiders: maltapark_mt_spider.py, genuine_reg3_maltapark_spider.py. Pass186 hardened Malta from four URL-less rows into a source/evidence-backed no-strict-main profile. MaltaPark and Facebook surfaces are horizontal/social; the live book-specific layer is single-store, charity/thrift, rare/out-of-print, schoolbook and festival infrastructure. Broad Malta searching should pause."
Mauritania,resolved_pass220_active_spiders_built,medium,"Targeted only: reopen for standalone Mauritania-native book-specific used/recommerce platform, seller onboarding/listing/payment proof, or evidence that Librairie Ambulante/OpenSooq/All-Souq/Facebook surfaces have platformized beyond social/horizontal classifieds.","Pass220 successfully resolved and built active spiders: mauritania_maurimarket_spider.py, maurimarket_mr_spider.py. Pass131 hardened Mauritania: OpenSooq/All-Souq/Facebook show active horizontal book classifieds, Librairie Ambulante gives sale/exchange and second-hand social evidence, rim book and Vents du Sud strengthen bookstore depth; no strict-main promotion."
Mauritius,resolved_pass220_active_spiders_built,medium,"Targeted only: reopen for AsterVender seller/account/payment/listing-flow depth, a standalone Mauritius-native book-specific used/recommerce platform, current direct inventory proof for Le BookShop/Unique/Librairie Bourbon, or proof that social/classifieds/thrift surfaces have platformized beyond horizontal listings.","Pass220 successfully resolved and built active spiders: weshare_mu_spider.py, mauritius_weshare_spider.py. Pass133 hardened Mauritius: AsterVender has strong horizontal second-hand bookshop/category depth and seller add-product flow; Librairie Bourbon and other shops/thrift layers confirm second-hand book ecology; Facebook groups/Marketplace provide social classifieds. No independent book-specific strict-main marketplace verified."
Mayotte,resolved_pass220_active_spiders_built,medium,Deepen DoukaMay for book category presence and vendor listings; check Mamoudzou/Dzaoudzi book resale groups.,"Pass220 successfully resolved and built active spiders: mayotte_annonces_spider.py. Mayotte has DoukaMay general marketplace/vendor accounts and several social used-book listings, plus bookstore-directory texture. No book-specific marketplace verified."
Monaco,resolved_pass220_active_spiders_built,medium-low,"Targeted only: reopen Monaco if a Monaco-native book-specific used/recommerce platform appears, if Click/SmailAds exposes structured book-detail metadata/ISBN or a book-specialist seller rail beyond ordinary classifieds, or if La Bookinerie/book-exchange surfaces develop consignment/buyback/seller mechanics. Broad Monaco reopen no longer needed after pass155.","Pass220 successfully resolved and built active spiders: monaco_locanto_spider.py, genuine_reg4_clickmonaco_spider.py. Pass155 opened Monaco as its own zero-row territory pass. It found local book/magazine classifieds, a general classifieds app, a newly reopened independent bookstore layer, free public book-exchange shelves, social/donation texture, and an auction-house books/manuscripts department, but no standalone Monaco-native book-specific used/recommerce marketplace was verified. ISBN rule applied; no ISBN values captured."
Mongolia,refresh_revisit_later,low,"later check for additional publisher-store rails, regional bookstore nodes beyond Ulaanbaatar, or any book-first used-book specialist","Pass 1 closes cleanly on current evidence, but the ecosystem may still have additional capital-city and publisher-layer detail not necessary for initial closure."
Montenegro,resolved_pass220_active_spiders_built,medium-low,"Targeted only: monitor for a Montenegro-native book-specific C2C/third-party used-book marketplace; otherwise limit future work to ISBN/detail extraction from Platforma knjiga, Patuljak, Pazar3/Oglasi, and social storefronts.","Pass220 successfully resolved and built active spiders: patuljak_me_spider.py, oglasi_me_spider.py, platforma_knjiga_spider.py. Pass192 resolved four URL-less rows and added classifieds/social/store layers, but no strict/main marketplace verified."
Morocco,resolved_pass220_active_spiders_built,medium,"publisher/distributor depth, French/Arabic chain structure, and specialist used-book seams beyond first-pass surface","Pass220 successfully resolved and built active spiders: genuine_reg2_avitoma_spider.py, livremoi_ma_spider.py, cafrad_african_training_research_administration_spider.py, marocannonces_ma_spider.py, avito_ma_spider.py, bouquiniste_maroc_spider.py, mabooko_ma_spider.py, wandaloo_ma_spider.py. Strong weak-fit closure with multiple rails, but likely deeper publisher-distributor structure and more city-level bookstore density than current first-pass rows express."
Mozambique,resolved_pass220_active_spiders_built,medium,"Targeted revisit for MOYA/MaisVendas book-category depth, Bazara seller/store mechanics, migration of Maputo schoolbook resale/social groups into a standalone rail, and any direct multi-seller used-book platform evidence.","Pass220 successfully resolved and built active spiders: estakki_mz_spider.py, mabuko_mz_spider.py, genuine_reg_mrkakamozambique_spider.py, universidade_eduardo_mondlane_uem_spider.py, genuine_reg_estakkimozambique_spider.py, compramais_mz_spider.py, genuine_reg_afribabamozambique_spider.py. Pass107 hardened Mozambique as classifieds/social/offline ecosystem with one additional book-specific social buy/sell group and stronger MOYA/MaisVendas current-status evidence, but still no confirmed standalone strict-main used-book marketplace."
Namibia,resolved_pass220_active_spiders_built,medium,"Harden social/classifieds and single-store used-book signals for seller flow, inventory depth, and book-specific marketplace mechanics.","Pass220 successfully resolved and built active spiders: namibiabooks_na_spider.py, sellfast_na_spider.py. Southern Africa deepening sprint added new evidence but did not justify strict-main promotion; revisit only for platform-level used/recommerce mechanics."
Namibia,resolved_pass220_active_spiders_built,medium,Windhoek/Walvis Bay specialist and second-hand seam deepening,"Pass220 successfully resolved and built active spiders: namibiabooks_na_spider.py, sellfast_na_spider.py. Current closure is credible but compact; a deeper pass could strengthen specialist, regional, and second-hand mapping."
Nepal,resolved_pass220_active_spiders_built,medium-low,Targeted only: StudyShelf direct render/activity proof; Sasto app-surface direct render; Sajha seller/account/payment depth; Hamrobazar active category depth if it returns live results; any new Nepal-native book-specific used/recommerce platform. No broad reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: locanto_np_spider.py, hamrobazaar_np_spider.py, booksmandala_spider.py, gaubazar_np_spider.py, sajhakitab_spider.py, vajrabooks_np_spider.py, sastokitab_spider.py. Pass136 hardened Nepal: Sajha Kitab promoted to strict-main old-book listing platform; Sasto Kitab retained high strict main; StudyShelf moved to current-status hold; Hamrobazar, Boli Bajar and Jhigu Bazar added as horizontal annex/reuse rails. Nepal now needs narrow mechanics cleanup only."
Netherlands,resolved_pass220_active_spiders_built,medium-low,"Pause broad Netherlands searching. Future targeted revisit only for ISBN/detail extraction across Boekwinkeltjes, Bookmatch, Booknext, Antiqbook, BoekenBalie, bol, De Slegte, and selected single-store used-book layers, or if a new Netherlands-native book-specific recommerce platform appears.","Pass220 successfully resolved and built active spiders: libris_n_l_spider.py, amazon_n_l_spider.py, bookmatch_spider.py, american_book_center_n_l_spider.py, booknext_spider.py, boekenwereld_n_l_spider.py, boekwinkeltjes_spider.py, antiqbook_spider.py, boekenkraam_n_l_spider.py, bol_nl_spider.py, donner_n_l_spider.py, scheltema_n_l_spider.py, athenaeum_n_l_spider.py. Pass178 hardened the formerly skeletal Netherlands surface into a mature Benelux strict/main territory and preserved operator/classifieds layers separately."
